N,c,atr_bin,atr_cat,atr_un,a,b,c.1,d,d_,e,f,f_,g_ln,h_ln,i,j,k_ln,l_ln,m_ln,label,Kernel,Tree,Inductive Tree,NN,Stats: Non-Para,Stats: Classicla,Stats: Bayes,Rule Classifier,task
7.890208213,16,2,8,0,1.0273,0.0825,0.7618,-1.0,1,1.0,-1.0,1,0.189131649,1.482649449,1.0,1.77,-0.444725822,0.44472582,0.566058106,0.0,0,1,0,0,0,0,0,0,1
6.538139824,14,2,4,0,1.2623,0.1024,0.7713,-1.0,1,1.0,-1.0,1,0.678084303,2.530023409,0.9912,2.3012,-2.18036746,2.171528512,2.96344675,0.968883182,0,1,0,0,0,0,0,0,1
6.64509097,8,2,0,0,1.0377,0.1439,0.5507,-1.0,1,1.0,-1.0,1,0.05694728,1.762502288,0.9331,4.5301,-2.189256408,2.120013505,3.674966146,1.434131691,0,1,0,0,0,0,0,0,1
7.74543561,11,7,0,0,4.0014,0.1425,0.976,0.9623,0,0.3098,0.611,0,1.084513364,3.197909561,2.8072,3.0787,-0.404665428,1.436852973,1.284914388,1.653646167,0,1,0,0,0,0,0,0,1
6.741700695,18,4,0,0,1.5392,0.4828,0.842,0.8189,0,0.4696,0.9139,0,-0.188500608,1.644805056,1.9979,4.2472,-1.039023497,1.731120126,2.398306306,2.569247798,0,1,0,0,0,0,0,0,1
7.313220387,14,2,0,0,1.1316,0.3676,0.7792,-1.0,1,1.0,-1.0,1,-0.433401727,1.466075496,0.9998,3.8755,-1.255266099,1.25506608,2.533557566,0.484276289,0,1,0,0,0,0,0,0,1
7.8559322,56,91,0,0,2.2442,0.217010526,0.9165,0.6818,0,0.5575,0.866,0,1.904433178,4.684870989,4.8787,0.3672,-1.706499625,3.291378416,0.022876819,0.634988266,0,1,0,0,0,0,0,0,1
9.581972892,9,7,0,0,1.6067,0.3558,0.9668,0.6968,0,0.6252,0.9499,0,1.49000101,5.077114431,0.9653,3.4271,-1.09422194,1.058905596,2.223137091,2.364056415,0,1,0,0,0,0,0,0,1
7.601402335,36,6,0,0,1.297,0.5977,0.9366,0.9332,0,0.3586,0.7146,0,-0.312521362,1.428802933,2.4734,5.5759,-0.057311367,0.962905091,1.590213747,2.046789209,0,1,0,0,0,0,0,0,1
6.908754779,57,2,0,0,1.0638,0.1216,0.5286,-1.0,1,1.0,-1.0,1,0.111541375,1.913062229,0.3879,3.83,-3.167707538,2.220699834,4.499519314,0.246078523,0,1,0,0,0,0,0,0,1
7.079184395,180,3,0,0,1.5407,0.0456,0.8729,0.83,0,0.5252,1.0,0,0.939303886,3.386672403,1.4725,0.8072,-3.825845309,4.212806946,3.584283171,1.880685678,0,1,0,0,0,0,0,0,1
9.105090961,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0,0.172,0.3385,0,-1.713687934,1.071583616,3.3219,5.5903,-1.595042032,2.795578941,3.279104928,4.631276433,0,1,0,0,0,0,0,0,1
5.602118821,13,2,5,1,1.0612,0.1236,0.7384,-1.0,1,1.0,-1.0,1,-0.044997366,1.294562771,0.9902,1.6386,-2.434974281,2.425125948,2.873874168,1.552020642,0,1,0,0,0,0,0,0,1
6.803505258,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0,0.9787,1.0,0,0.007074914,1.6175648,1.3574,1.9786,-1.645583359,1.951154465,2.225393855,1.885856793,0,1,0,0,0,0,0,0,1
8.517393171,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0,0.168,0.321,0,-0.562469857,1.263702909,4.6996,3.094,-0.656044093,2.203521491,1.601932461,2.999126507,0,1,0,0,0,0,0,0,1
6.34738921,45,3,43,0,1.191,0.751,0.8842,0.3002,0,0.8966,1.0,0,0.640379115,-0.01349059,1.5749,0.8717,-3.307707039,3.761898816,3.127503238,2.410452464,0,1,0,0,0,0,0,0,1
9.105090961,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0,0.2031,0.4049,0,-0.155251285,1.634247591,3.3219,6.5452,-0.683394889,1.883931798,2.48184857,3.891064911,0,1,0,0,0,0,0,0,1
6.908754779,24,2,9,1,1.0369,0.0848,0.5044,-1.0,1,1.0,-1.0,1,0.529804382,2.053392697,0.8813,1.5031,-3.979231755,3.852874565,4.374242405,2.068254196,0,1,0,0,0,0,0,0,1
9.105090961,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0,0.172,0.3385,0,-1.713687934,1.071583616,3.3219,5.5903,-1.595042032,2.795578941,3.279104928,0.0,1,0,0,0,0,0,0,0,2
5.602118821,13,2,5,1,1.0612,0.1236,0.7384,-1.0,1,1.0,-1.0,1,-0.044997366,1.294562771,0.9902,1.6386,-2.434974281,2.425125948,2.873874168,0.921079249,1,0,0,0,0,0,0,0,2
8.517393171,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0,0.168,0.321,0,-0.562469857,1.263702909,4.6996,3.094,-0.656044093,2.203521491,1.601932461,1.005399907,1,0,0,0,0,0,0,0,2
6.908754779,57,2,0,0,1.0638,0.1216,0.5286,-1.0,1,1.0,-1.0,1,0.111541375,1.913062229,0.3879,3.83,-3.167707538,2.220699834,4.499519314,2.475529488,1,0,0,0,0,0,0,0,2
7.601402335,36,6,0,0,1.297,0.5977,0.9366,0.9332,0,0.3586,0.7146,0,-0.312521362,1.428802933,2.4734,5.5759,-0.057311367,0.962905091,1.590213747,0.0,1,0,0,0,0,0,0,0,2
7.74543561,11,7,0,0,4.0014,0.1425,0.976,0.9623,0,0.3098,0.611,0,1.084513364,3.197909561,2.8072,3.0787,-0.404665428,1.436852973,1.284914388,2.656195346,1,0,0,0,0,0,0,0,2
9.581972892,9,7,0,0,1.6067,0.3558,0.9668,0.6968,0,0.6252,0.9499,0,1.49000101,5.077114431,0.9653,3.4271,-1.09422194,1.058905596,2.223137091,3.966151277,1,0,0,0,0,0,0,0,2
7.8559322,56,91,0,0,2.2442,0.217010526,0.9165,0.6818,0,0.5575,0.866,0,1.904433178,4.684870989,4.8787,0.3672,-1.706499625,3.291378416,0.022876819,3.055603671,1,0,0,0,0,0,0,0,2
7.313220387,14,2,0,0,1.1316,0.3676,0.7792,-1.0,1,1.0,-1.0,1,-0.433401727,1.466075496,0.9998,3.8755,-1.255266099,1.25506608,2.533557566,1.679709965,1,0,0,0,0,0,0,0,2
6.741700695,18,4,0,0,1.5392,0.4828,0.842,0.8189,0,0.4696,0.9139,0,-0.188500608,1.644805056,1.9979,4.2472,-1.039023497,1.731120126,2.398306306,2.414305343,1,0,0,0,0,0,0,0,2
6.803505258,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0,0.9787,1.0,0,0.007074914,1.6175648,1.3574,1.9786,-1.645583359,1.951154465,2.225393855,2.626478547,1,0,0,0,0,0,0,0,2
6.908754779,24,2,9,1,1.0369,0.0848,0.5044,-1.0,1,1.0,-1.0,1,0.529804382,2.053392697,0.8813,1.5031,-3.979231755,3.852874565,4.374242405,1.768490842,1,0,0,0,0,0,0,0,2
6.538139824,14,2,4,0,1.2623,0.1024,0.7713,-1.0,1,1.0,-1.0,1,0.678084303,2.530023409,0.9912,2.3012,-2.18036746,2.171528512,2.96344675,1.587805612,1,0,0,0,0,0,0,0,2
9.680406499,7,2,0,0,1.0975,0.1146,0.6109,-1.0,1,1.0,-1.0,1,1.808485473,4.534102664,0.2893,2.7416,-3.005782609,1.765491542,3.996104168,2.392334385,1,0,0,0,0,0,0,0,2
7.13169851,28,2,0,0,1.5124,0.3503,0.8869,-1.0,1,1.0,-1.0,1,-0.83609419,0.977611582,0.9453,5.4853,-1.148222789,1.091969846,2.790727908,3.229380458,1,0,0,0,0,0,0,0,2
8.920121752,20,2,0,0,1.032,0.2178,0.55,-1.0,1,1.0,-1.0,1,-0.10402807,1.258858638,0.3256,4.6908,-3.53358657,5.079189716,5.072945309,0.669878554,1,0,0,0,0,0,0,0,2
9.903537551,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0,0.1505,0.2807,0,-0.867500568,1.482149847,4.5603,5.6411,0.273760617,1.243627792,1.190928941,3.038935431,1,0,0,0,0,0,0,0,2
7.890208213,16,2,8,0,1.0273,0.0825,0.7618,-1.0,1,1.0,-1.0,1,0.189131649,1.482649449,1.0,1.77,-0.444725822,0.44472582,0.566058106,3.122937448,1,0,0,0,0,0,0,0,2
7.079184395,180,3,0,0,1.5407,0.0456,0.8729,0.83,0,0.5252,1.0,0,0.939303886,3.386672403,1.4725,0.8072,-3.825845309,4.212806946,3.584283171,3.034904909,1,0,0,0,0,0,0,0,2
6.64509097,8,2,0,0,1.0377,0.1439,0.5507,-1.0,1,1.0,-1.0,1,0.05694728,1.762502288,0.9331,4.5301,-2.189256408,2.120013505,3.674966146,2.044332365,1,0,0,0,0,0,0,0,2
9.105090961,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0,0.2031,0.4049,0,-0.155251285,1.634247591,3.3219,6.5452,-0.683394889,1.883931798,2.48184857,0.0,1,0,0,0,0,0,0,0,2
6.34738921,45,3,43,0,1.191,0.751,0.8842,0.3002,0,0.8966,1.0,0,0.640379115,-0.01349059,1.5749,0.8717,-3.307707039,3.761898816,3.127503238,2.614325431,1,0,0,0,0,0,0,0,2
7.601402335,36,6,0,0,1.297,0.5977,0.9366,0.9332,0,0.3586,0.7146,0,-0.312521362,1.428802933,2.4734,5.5759,-0.057311367,0.962905091,1.590213747,2.64091275,0,0,0,1,0,0,0,0,3
7.313220387,14,2,0,0,1.1316,0.3676,0.7792,-1.0,1,1.0,-1.0,1,-0.433401727,1.466075496,0.9998,3.8755,-1.255266099,1.25506608,2.533557566,2.208823713,0,0,0,1,0,0,0,0,3
7.8559322,56,91,0,0,2.2442,0.217010526,0.9165,0.6818,0,0.5575,0.866,0,1.904433178,4.684870989,4.8787,0.3672,-1.706499625,3.291378416,0.022876819,3.879272515,0,0,0,1,0,0,0,0,3
9.581972892,9,7,0,0,1.6067,0.3558,0.9668,0.6968,0,0.6252,0.9499,0,1.49000101,5.077114431,0.9653,3.4271,-1.09422194,1.058905596,2.223137091,9.396155154,0,0,0,1,0,0,0,0,3
6.908754779,57,2,0,0,1.0638,0.1216,0.5286,-1.0,1,1.0,-1.0,1,0.111541375,1.913062229,0.3879,3.83,-3.167707538,2.220699834,4.499519314,3.035962093,0,0,0,1,0,0,0,0,3
5.602118821,13,2,5,1,1.0612,0.1236,0.7384,-1.0,1,1.0,-1.0,1,-0.044997366,1.294562771,0.9902,1.6386,-2.434974281,2.425125948,2.873874168,1.729352009,0,0,0,1,0,0,0,0,3
8.517393171,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0,0.168,0.321,0,-0.562469857,1.263702909,4.6996,3.094,-0.656044093,2.203521491,1.601932461,4.013026041,0,0,0,1,0,0,0,0,3
9.105090961,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0,0.172,0.3385,0,-1.713687934,1.071583616,3.3219,5.5903,-1.595042032,2.795578941,3.279104928,6.499904327,0,0,0,1,0,0,0,0,3
6.803505258,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0,0.9787,1.0,0,0.007074914,1.6175648,1.3574,1.9786,-1.645583359,1.951154465,2.225393855,4.121959729,0,0,0,1,0,0,0,0,3
6.908754779,24,2,9,1,1.0369,0.0848,0.5044,-1.0,1,1.0,-1.0,1,0.529804382,2.053392697,0.8813,1.5031,-3.979231755,3.852874565,4.374242405,3.001366372,0,0,0,1,0,0,0,0,3
6.34738921,45,3,43,0,1.191,0.751,0.8842,0.3002,0,0.8966,1.0,0,0.640379115,-0.01349059,1.5749,0.8717,-3.307707039,3.761898816,3.127503238,2.984013881,0,0,0,1,0,0,0,0,3
9.105090961,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0,0.2031,0.4049,0,-0.155251285,1.634247591,3.3219,6.5452,-0.683394889,1.883931798,2.48184857,2.606460345,0,0,0,1,0,0,0,0,3
6.64509097,8,2,0,0,1.0377,0.1439,0.5507,-1.0,1,1.0,-1.0,1,0.05694728,1.762502288,0.9331,4.5301,-2.189256408,2.120013505,3.674966146,1.465336568,0,0,0,1,0,0,0,0,3
7.079184395,180,3,0,0,1.5407,0.0456,0.8729,0.83,0,0.5252,1.0,0,0.939303886,3.386672403,1.4725,0.8072,-3.825845309,4.212806946,3.584283171,3.96567751,0,0,0,1,0,0,0,0,3
7.890208213,16,2,8,0,1.0273,0.0825,0.7618,-1.0,1,1.0,-1.0,1,0.189131649,1.482649449,1.0,1.77,-0.444725822,0.44472582,0.566058106,3.088812697,0,0,0,1,0,0,0,0,3
9.903537551,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0,0.1505,0.2807,0,-0.867500568,1.482149847,4.5603,5.6411,0.273760617,1.243627792,1.190928941,3.847697795,0,0,0,1,0,0,0,0,3
7.13169851,28,2,0,0,1.5124,0.3503,0.8869,-1.0,1,1.0,-1.0,1,-0.83609419,0.977611582,0.9453,5.4853,-1.148222789,1.091969846,2.790727908,3.173501819,0,0,0,1,0,0,0,0,3
9.680406499,7,2,0,0,1.0975,0.1146,0.6109,-1.0,1,1.0,-1.0,1,1.808485473,4.534102664,0.2893,2.7416,-3.005782609,1.765491542,3.996104168,3.08103803,0,0,0,1,0,0,0,0,3
8.920121752,20,2,0,0,1.032,0.2178,0.55,-1.0,1,1.0,-1.0,1,-0.10402807,1.258858638,0.3256,4.6908,-3.53358657,5.079189716,5.072945309,2.155939513,0,0,0,1,0,0,0,0,3
7.74543561,11,7,0,0,4.0014,0.1425,0.976,0.9623,0,0.3098,0.611,0,1.084513364,3.197909561,2.8072,3.0787,-0.404665428,1.436852973,1.284914388,2.435803937,0,0,0,1,0,0,0,0,3
6.741700695,18,4,0,0,1.5392,0.4828,0.842,0.8189,0,0.4696,0.9139,0,-0.188500608,1.644805056,1.9979,4.2472,-1.039023497,1.731120126,2.398306306,2.801965469,0,0,0,1,0,0,0,0,3
6.538139824,14,2,4,0,1.2623,0.1024,0.7713,-1.0,1,1.0,-1.0,1,0.678084303,2.530023409,0.9912,2.3012,-2.18036746,2.171528512,2.96344675,4.229093963,0,0,0,1,0,0,0,0,3
7.601402335,36,6,0,0,1.297,0.5977,0.9366,0.9332,0,0.3586,0.7146,0,-0.312521362,1.428802933,2.4734,5.5759,-0.057311367,0.962905091,1.590213747,4.940498912,0,0,0,0,0,0,0,1,4
6.908754779,57,2,0,0,1.0638,0.1216,0.5286,-1.0,1,1.0,-1.0,1,0.111541375,1.913062229,0.3879,3.83,-3.167707538,2.220699834,4.499519314,2.994931953,0,0,0,0,0,0,0,1,4
8.517393171,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0,0.168,0.321,0,-0.562469857,1.263702909,4.6996,3.094,-0.656044093,2.203521491,1.601932461,5.03773152,0,0,0,0,0,0,0,1,4
9.903537551,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0,0.1505,0.2807,0,-0.867500568,1.482149847,4.5603,5.6411,0.273760617,1.243627792,1.190928941,5.747885481,0,0,0,0,0,0,0,1,4
7.890208213,16,2,8,0,1.0273,0.0825,0.7618,-1.0,1,1.0,-1.0,1,0.189131649,1.482649449,1.0,1.77,-0.444725822,0.44472582,0.566058106,2.877005042,0,0,0,0,0,0,0,1,4
9.105090961,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0,0.172,0.3385,0,-1.713687934,1.071583616,3.3219,5.5903,-1.595042032,2.795578941,3.279104928,4.896465722,0,0,0,0,0,0,0,1,4
6.64509097,8,2,0,0,1.0377,0.1439,0.5507,-1.0,1,1.0,-1.0,1,0.05694728,1.762502288,0.9331,4.5301,-2.189256408,2.120013505,3.674966146,0.902191807,0,0,0,0,0,0,0,1,4
9.105090961,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0,0.2031,0.4049,0,-0.155251285,1.634247591,3.3219,6.5452,-0.683394889,1.883931798,2.48184857,4.375064958,0,0,0,0,0,0,0,1,4
6.34738921,45,3,43,0,1.191,0.751,0.8842,0.3002,0,0.8966,1.0,0,0.640379115,-0.01349059,1.5749,0.8717,-3.307707039,3.761898816,3.127503238,2.381765891,0,0,0,0,0,0,0,1,4
6.908754779,24,2,9,1,1.0369,0.0848,0.5044,-1.0,1,1.0,-1.0,1,0.529804382,2.053392697,0.8813,1.5031,-3.979231755,3.852874565,4.374242405,2.444084655,0,0,0,0,0,0,0,1,4
6.803505258,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0,0.9787,1.0,0,0.007074914,1.6175648,1.3574,1.9786,-1.645583359,1.951154465,2.225393855,2.74303117,0,0,0,0,0,0,0,1,4
5.602118821,13,2,5,1,1.0612,0.1236,0.7384,-1.0,1,1.0,-1.0,1,-0.044997366,1.294562771,0.9902,1.6386,-2.434974281,2.425125948,2.873874168,1.114813668,0,0,0,0,0,0,0,1,4
7.74543561,11,7,0,0,4.0014,0.1425,0.976,0.9623,0,0.3098,0.611,0,1.084513364,3.197909561,2.8072,3.0787,-0.404665428,1.436852973,1.284914388,4.79366432,0,0,0,0,0,0,0,1,4
7.079184395,180,3,0,0,1.5407,0.0456,0.8729,0.83,0,0.5252,1.0,0,0.939303886,3.386672403,1.4725,0.8072,-3.825845309,4.212806946,3.584283171,2.852208263,0,0,0,0,0,0,0,1,4
9.581972892,9,7,0,0,1.6067,0.3558,0.9668,0.6968,0,0.6252,0.9499,0,1.49000101,5.077114431,0.9653,3.4271,-1.09422194,1.058905596,2.223137091,3.895263344,0,0,0,0,0,0,0,1,4
7.13169851,28,2,0,0,1.5124,0.3503,0.8869,-1.0,1,1.0,-1.0,1,-0.83609419,0.977611582,0.9453,5.4853,-1.148222789,1.091969846,2.790727908,3.33259729,0,0,0,0,0,0,0,1,4
9.680406499,7,2,0,0,1.0975,0.1146,0.6109,-1.0,1,1.0,-1.0,1,1.808485473,4.534102664,0.2893,2.7416,-3.005782609,1.765491542,3.996104168,3.198305703,0,0,0,0,0,0,0,1,4
7.313220387,14,2,0,0,1.1316,0.3676,0.7792,-1.0,1,1.0,-1.0,1,-0.433401727,1.466075496,0.9998,3.8755,-1.255266099,1.25506608,2.533557566,3.711227858,0,0,0,0,0,0,0,1,4
6.538139824,14,2,4,0,1.2623,0.1024,0.7713,-1.0,1,1.0,-1.0,1,0.678084303,2.530023409,0.9912,2.3012,-2.18036746,2.171528512,2.96344675,0.383219499,0,0,0,0,0,0,0,1,4
8.920121752,20,2,0,0,1.032,0.2178,0.55,-1.0,1,1.0,-1.0,1,-0.10402807,1.258858638,0.3256,4.6908,-3.53358657,5.079189716,5.072945309,3.174171303,0,0,0,0,0,0,0,1,4
6.741700695,18,4,0,0,1.5392,0.4828,0.842,0.8189,0,0.4696,0.9139,0,-0.188500608,1.644805056,1.9979,4.2472,-1.039023497,1.731120126,2.398306306,2.719583437,0,0,0,0,0,0,0,1,4
7.8559322,56,91,0,0,2.2442,0.217010526,0.9165,0.6818,0,0.5575,0.866,0,1.904433178,4.684870989,4.8787,0.3672,-1.706499625,3.291378416,0.022876819,5.090764152,0,0,0,0,0,0,0,1,4
6.741700695,18,4,0,0,1.5392,0.4828,0.842,0.8189,0,0.4696,0.9139,0,-0.188500608,1.644805056,1.9979,4.2472,-1.039023497,1.731120126,2.398306306,1.852540941,0,0,0,0,0,1,0,0,5
7.313220387,14,2,0,0,1.1316,0.3676,0.7792,-1.0,1,1.0,-1.0,1,-0.433401727,1.466075496,0.9998,3.8755,-1.255266099,1.25506608,2.533557566,2.937732329,0,0,0,0,0,1,0,0,5
7.8559322,56,91,0,0,2.2442,0.217010526,0.9165,0.6818,0,0.5575,0.866,0,1.904433178,4.684870989,4.8787,0.3672,-1.706499625,3.291378416,0.022876819,3.996805233,0,0,0,0,0,1,0,0,5
9.581972892,9,7,0,0,1.6067,0.3558,0.9668,0.6968,0,0.6252,0.9499,0,1.49000101,5.077114431,0.9653,3.4271,-1.09422194,1.058905596,2.223137091,6.365497466,0,0,0,0,0,1,0,0,5
7.74543561,11,7,0,0,4.0014,0.1425,0.976,0.9623,0,0.3098,0.611,0,1.084513364,3.197909561,2.8072,3.0787,-0.404665428,1.436852973,1.284914388,3.228033763,0,0,0,0,0,1,0,0,5
7.601402335,36,6,0,0,1.297,0.5977,0.9366,0.9332,0,0.3586,0.7146,0,-0.312521362,1.428802933,2.4734,5.5759,-0.057311367,0.962905091,1.590213747,2.549445171,0,0,0,0,0,1,0,0,5
6.908754779,57,2,0,0,1.0638,0.1216,0.5286,-1.0,1,1.0,-1.0,1,0.111541375,1.913062229,0.3879,3.83,-3.167707538,2.220699834,4.499519314,2.176681676,0,0,0,0,0,1,0,0,5
8.517393171,16,26,0,0,1.8795,0.2577,0.8896,0.8489,0,0.168,0.321,0,-0.562469857,1.263702909,4.6996,3.094,-0.656044093,2.203521491,1.601932461,4.24506078,0,0,0,0,0,1,0,0,5
9.105090961,40,10,0,0,1.9657,0.1093,0.9207,0.9056,0,0.172,0.3385,0,-1.713687934,1.071583616,3.3219,5.5903,-1.595042032,2.795578941,3.279104928,3.644666299,0,0,0,0,0,1,0,0,5
7.079184395,180,3,0,0,1.5407,0.0456,0.8729,0.83,0,0.5252,1.0,0,0.939303886,3.386672403,1.4725,0.8072,-3.825845309,4.212806946,3.584283171,1.417308415,0,0,0,0,0,1,0,0,5
5.602118821,13,2,5,1,1.0612,0.1236,0.7384,-1.0,1,1.0,-1.0,1,-0.044997366,1.294562771,0.9902,1.6386,-2.434974281,2.425125948,2.873874168,0.243730185,0,0,0,0,0,1,0,0,5
6.803505258,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0,0.9787,1.0,0,0.007074914,1.6175648,1.3574,1.9786,-1.645583359,1.951154465,2.225393855,0.887067873,0,0,0,0,0,1,0,0,5
